Drug,lncRNA
metamizole sodium,AC090360.1
citiolone,AC090360.1
Benfotiamine,LINC01963
Benfotiamine,AC098487.1
Benfotiamine,KIF25-AS1
heliotrine,MEG3
heliotrine,IDI2-AS1
heliotrine,NDST2
Sulfamerazine,RHPN1-AS1
Sulfamerazine,AC098487.1
Sulfamerazine,MYCNOS
Sulfamerazine,AC007389.3
Bromopride,NEAT1
Bromopride,AFDN-DT
Bromopride,AC002310.2
Isosorbide,AC090360.1
Isosorbide,GSN-AS1
Isosorbide,LINC00342
Isosorbide,NOP14-AS1
Isosorbide,VASH1-AS1
Halcinonide,AC013391.3
Halcinonide,TCL6
Halcinonide,NDST2
Halcinonide,AC090360.1
acacetin,AL117378.1
acacetin,LINC00563
acacetin,SNHG14
methylbenzethonium chloride,AL139352.1
methylbenzethonium chloride,AC013391.3
methylbenzethonium chloride,IDI2-AS1
methylbenzethonium chloride,AL441883.1
Sulfachlorpyridazine,LINC02172
Sulfachlorpyridazine,MCF2L-AS1
Sulfachlorpyridazine,VASH1-AS1
Sulfachlorpyridazine,LINC00342
Sulfachlorpyridazine,AL355922.1
helveticoside,CTXND1
helveticoside,AC090360.1
helveticoside,AC007389.3
helveticoside,AC004690.2
lanatoside C,ACVR2B-AS1
lanatoside C,NBPF1
lanatoside C,AL139352.1
lanatoside C,LINC00574
lanatoside C,AC090360.1
"2,6-dimethylpiperidine",RFPL1S
"2,6-dimethylpiperidine",PART1
"2,6-dimethylpiperidine",AC090360.1
beta-escin,AC090360.1
beta-escin,AC007613.1
beta-escin,AC093010.3
beta-escin,PYY2
beta-escin,LINC00652
beta-escin,VASH1-AS1
beta-escin,AL450384.2
beta-escin,AC007389.3
lycorine,LINC01136
lycorine,VASH1-AS1
lycorine,AL441883.1
Ethotoin,LINC00342
Ethotoin,AC090360.1
Ethotoin,AL031598.1
Ethotoin,TCL6
Ethotoin,LINC00472
Ethotoin,KIF25-AS1
Ethotoin,RHPN1-AS1
Chlorcyclizine,AL021937.4
Chlorcyclizine,MYCNOS
Chlorcyclizine,AFDN-DT
Pramocaine,AL139352.1
Pramocaine,FOXD1-AS1
Pramocaine,SNHG14
myosmine,IDI2-AS1
myosmine,LINC00342
myosmine,AC002310.2
myosmine,AC090360.1
benzamil,ATXN8OS
foliosidine,AC090360.1
foliosidine,LINC00342
foliosidine,AL117378.1
foliosidine,NOP14-AS1
Gossypol,AL021937.4
Gossypol,AC007389.3
Gossypol,AC090360.1
Gossypol,AL034550.1
Gossypol,AP001062.1
Gossypol,RHPN1-AS1
Gossypol,SMAD5-AS1
Gossypol,AL117378.1
karakoline,LINC00472
karakoline,AL031598.1
karakoline,LINC00963
karakoline,SNHG14
karakoline,LINC01136
etiocholanolone,LINC00342
etiocholanolone,TP73-AS1
etiocholanolone,AL450384.2
etiocholanolone,AL355922.1
etiocholanolone,SNHG14
etiocholanolone,TCL6
etiocholanolone,MYCNOS
etiocholanolone,AL139352.1
etiocholanolone,IDI2-AS1
etiocholanolone,AL157838.1
etiocholanolone,RHPN1-AS1
Diphenylpyraline,VASH1-AS1
Diphenylpyraline,AL117378.1
Finasteride,LINC00963
Finasteride,AC002310.2
Finasteride,MEG3
betonicine,AC002310.2
betonicine,AC007405.1
betonicine,ELOA-AS1
betonicine,LINC00563
betonicine,SNHG14
Suxibuzone,AC002310.2
Suxibuzone,HEXA-AS1
skimmianine,AC110760.2
skimmianine,LINC00963
skimmianine,MCF2L-AS1
skimmianine,SNHG14
ricinine,AL355922.1
ricinine,NEAT1
ricinine,XIST
ricinine,SNHG14
ricinine,AC007613.1
ricinine,AC002310.2
ricinine,AL441883.1
estropipate,LINC00963
estropipate,AC007613.1
Tetryzoline,MCF2L-AS1
Tetryzoline,NDUFB2-AS1
Tetryzoline,TP73-AS1
Tetryzoline,MEG3
Tetryzoline,AP003469.4
Tetryzoline,PRIM2
Tetryzoline,AC044802.1
Fluorometholone,LINC00574
Fluorometholone,AC002310.2
Fluorometholone,KIF25-AS1
Fluorometholone,AL441883.1
Etanidazole,AC002310.2
Kinetin,NDUFB2-AS1
Kinetin,TCL6
Kinetin,TP73-AS1
Kinetin,AC007389.3
anabasine,SNHG14
anabasine,MEG3
anabasine,AC007613.1
anabasine,IDI2-AS1
anabasine,PART1
anabasine,AC002310.2
delsoline,MEG3
delsoline,RHPN1-AS1
delsoline,MCF2L-AS1
delsoline,SNHG14
delsoline,SMAD5-AS1
delsoline,AL441883.1
delsoline,AC002310.2
delsoline,AP003469.4
Hexestrol,AL117378.1
Hexestrol,RHPN1-AS1
Trioxsalen,AP003469.4
Trioxsalen,ACVR2B-AS1
Cefalotin,MEG3
Cefalotin,SNHG14
Cefalotin,AC007405.1
Cefalotin,AC007613.1
Cefalotin,AC002310.2
Cefalotin,AC004690.2
Cefalotin,NDUFB2-AS1
Cefalotin,PART1
Cefalotin,IDI2-AS1
Cefalotin,NEAT1
Cefalotin,AC090360.1
butirosin,ATXN8OS
butirosin,ZNF710-AS1
butirosin,NOP14-AS1
butirosin,AC007613.1
butirosin,NDUFB2-AS1
butirosin,AL117378.1
abamectin,AL117378.1
abamectin,AC007613.1
abamectin,AL450384.2
Tetrandrine,AL034550.1
Tetrandrine,PVT1
Tetrandrine,IDI2-AS1
Tetrandrine,AC002310.2
Tetrandrine,NEAT1
Tetrandrine,CTXND1
fluorocurarine,AL034550.1
fluorocurarine,AC002310.2
fluorocurarine,DIAPH2-AS1
fluorocurarine,SNHG14
napelline,EGOT
napelline,AC007389.3
Cefmetazole,TCL6
Cefmetazole,IDI2-AS1
strophanthidin,NDUFB2-AS1
strophanthidin,NBPF1
strophanthidin,SNHG20
strophanthidin,LINC00963
strophanthidin,RHPN1-AS1
Cefuroxime,NEAT1
Cefuroxime,ELOA-AS1
Cefuroxime,AC004674.1
Cefuroxime,AP003469.4
Cefuroxime,AC002310.2
altizide,SNHG14
altizide,TCL6
sulfaquinoxaline,AL441883.1
sulfaquinoxaline,PVT1
Nadide,AL450384.2
Nadide,AP003469.4
Nadide,AC007389.3
Terazosin,AC007613.1
Terazosin,AL441883.1
Terazosin,LINC00963
Butamben,AL441883.1
Butamben,AC002310.2
Alclometasone,NDUFB2-AS1
Alclometasone,AL441883.1
Alclometasone,AC002310.2
Alclometasone,RHPN1-AS1
Alclometasone,AC010834.1
Clobetasol,AL117378.1
Clobetasol,RHPN1-AS1
Clobetasol,LINC00563
Clobetasol,PVT1
Naproxen,AL139352.1
Naproxen,AL441883.1
Naproxen,LINC00963
Naproxen,AL450384.2
ramifenazone,SMAD5-AS1
ramifenazone,ACVR2B-AS1
ramifenazone,AC007613.1
ramifenazone,FOXN3-AS2
ramifenazone,PART1
Streptozocin,NEAT1
Streptozocin,FOXN3-AS2
Streptozocin,NDUFB2-AS1
Streptozocin,LINC00599
Streptozocin,AL355922.1
Streptozocin,PVT1
Sulfamethizole,AL139352.1
Phenazopyridine,ZNF710-AS1
Phenazopyridine,NOP14-AS1
Phenazopyridine,SNHG14
Phenazopyridine,AC007613.1
Sulfapyridine,ELOA-AS1
Sulfapyridine,TCL6
Sulfapyridine,CTXND1
Sulfapyridine,AL021937.4
Sulfapyridine,KIF25-AS1
Sulfapyridine,AP003469.4
Sulfapyridine,MEG3
Sulfapyridine,ZNF710-AS1
Sulfapyridine,AC007389.3
Leflunomide,AL139352.1
Leflunomide,MEG3
Podofilox,AC096564.2
Podofilox,AL031598.1
Podofilox,NDUFB2-AS1
Podofilox,ACVR2B-AS1
Podofilox,AL034550.1
Podofilox,PART1
Podofilox,AL450384.2
Podofilox,AL139352.1
propidium iodide,NEAT1
propidium iodide,LINC00963
propidium iodide,SNHG14
Pheneticillin,AC010834.1
Pheneticillin,AC002310.2
Pheneticillin,AC007613.1
Metoprolol,IDI2-AS1
Metoprolol,ZNF710-AS1
Metoprolol,AL441883.1
meprylcaine,NDUFB2-AS1
meprylcaine,AC096564.2
meprylcaine,NBPF1
cyproterone,TCL6
cyproterone,LINC01963
Natamycin,SNHG20
Natamycin,SNHG3
Natamycin,IDI2-AS1
Natamycin,LINC01136
Saquinavir,MIR22HG
Saquinavir,LINC01136
Sertaconazole,AP003469.4
Sertaconazole,LINC01963
piperidolate,AP003469.4
piperidolate,NDST2
piperidolate,HAND2-AS1
piperidolate,ZNF213-AS1
Dexpropranolol,NDST2
Dexpropranolol,AL355922.1
Dexpropranolol,LINC00339
Cyclopentolate,HAND2-AS1
Cyclopentolate,LINC01963
Verteporfin,ZNF213-AS1
Repaglinide,MYCNOS
Repaglinide,NDST2
Repaglinide,AL450384.2
Repaglinide,LINC00563
Trifluridine,SMIM27
Trifluridine,MIR22HG
Trifluridine,LINC00339
Trifluridine,AP003469.4
Trifluridine,ZNF213-AS1
methanthelinium bromide,SMG7-AS1
methanthelinium bromide,LINC00563
methanthelinium bromide,VASH1-AS1
methanthelinium bromide,KIF25-AS1
methanthelinium bromide,NDST2
Ciprofibrate,VASH1-AS1
Ciprofibrate,CTXND1
Ciprofibrate,GSN-AS1
Cycloserine,AL034550.1
Cycloserine,AL139352.1
Cycloserine,AL157395.1
Cycloserine,LINC02172
Cycloserine,AL450384.2
Estriol,IDI2-AS1
Estriol,AP003469.4
Meropenem,LINC00339
Meropenem,XIST
Meropenem,NDST2
Meropenem,KIF25-AS1
Dorzolamide,TP53TG1
Dorzolamide,CTXND1
Dorzolamide,AL034550.1
Dorzolamide,AC093010.3
Dorzolamide,AC010834.1
Dorzolamide,MYCNOS
Dorzolamide,NDST2
Dorzolamide,MIR22HG
Piretanide,LINC01136
Piretanide,IDI2-AS1
Piretanide,AL034550.1
Oxprenolol,MYCNOS
Oxprenolol,SNHG20
Oxprenolol,ZNF213-AS1
Oxprenolol,AL450384.2
Oxprenolol,AP003469.4
Ticarcillin,AL139352.1
Ticarcillin,NDST2
tropine,LINC01136
tropine,TP53TG1
tropine,IDI2-AS1
tropine,AC090360.1
chloropyrazine,LINC01963
chloropyrazine,TP53TG1
(-)-isoprenaline,NDUFB2-AS1
(-)-isoprenaline,AL359182.1
(-)-isoprenaline,SNHG3
(-)-isoprenaline,LINC01136
Ramipril,AC090360.1
Ramipril,NDUFB2-AS1
Ramipril,NDST2
Ramipril,XIST
Azaperone,XIST
Azaperone,ZNF213-AS1
piperacetazine,AL450384.2
piperacetazine,SMG7-AS1
piperacetazine,LINC01963
piperacetazine,IDI2-AS1
Ondansetron,KIF25-AS1
Ondansetron,GSN-AS1
Ondansetron,AC096564.2
Ondansetron,VASH1-AS1
Ondansetron,LINC01136
Ondansetron,NBPF1
Ondansetron,AL021937.4
Benzylpenicillin,SNHG20
Benzylpenicillin,AL355922.1
Benzylpenicillin,NDST2
Benzylpenicillin,LINC01963
Benzylpenicillin,RFPL1S
Benzylpenicillin,KIF25-AS1
Synephrine,HEXA-AS1
kaempferol,LINC00563
kaempferol,LINC00599
kaempferol,IDI2-AS1
kaempferol,CTXND1
Mephenytoin,AC007389.3
Mephenytoin,AFDN-DT
Mephenytoin,RHPN1-AS1
Mephenytoin,AC096564.2
Mephenytoin,ACVR2B-AS1
Mephenytoin,AL117378.1
Mephenytoin,NDST2
Mephenytoin,FOXN3-AS2
Mephenytoin,ZNF213-AS1
Mephenytoin,AL021937.4
Mephenytoin,MIR22HG
Mephenytoin,TCL6
Cefepime,LINC00652
Cefepime,AC090360.1
Oxyphenbutazone,AP003469.4
Oxyphenbutazone,AL355922.1
Oxyphenbutazone,AL157395.1
Propoxycaine,LINC00963
Mesalazine,LINC00472
Mesalazine,LINC00339
Mesalazine,MCF2L-AS1
Mesalazine,LINC01963
Mesalazine,KIF25-AS1
Haloperidol,SNHG20
Acetylsalicylic acid,KIF25-AS1
Acetylsalicylic acid,IDI2-AS1
Acetylsalicylic acid,SNHG20
Tanespimycin,KIF25-AS1
Sirolimus,LINC00652
Sirolimus,AL117378.1
Sirolimus,SMG7-AS1
Tretinoin,AC098487.1
Tretinoin,AC002310.2
Tretinoin,NEAT1
Tretinoin,MYCNOS
Tretinoin,THAP9-AS1
Tretinoin,AL021937.4
Tretinoin,AL157838.1
Tretinoin,AP003469.4
Tretinoin,RFPL1S
Tretinoin,ZNF213-AS1
Tretinoin,NOP14-AS1
Alvespimycin,XIST
Alvespimycin,SNHG20
Alvespimycin,SNHG3
Valproic Acid,AL117378.1
Prochlorperazine,SMG7-AS1
Prochlorperazine,NDST2
LY-294002,AC013391.3
LY-294002,AC098487.1
LY-294002,SNHG20
Chlorpromazine,AL157838.1
Chlorpromazine,AL117378.1
Chlorpromazine,AP003469.4
Chlorpromazine,AP001062.1
Tanespimycin,AC004690.2
monorden,BRD3OS
monorden,SNHG20
Vorinostat,TP73-AS1
Vorinostat,AC004690.2
Vorinostat,IDI2-AS1
Vorinostat,HAND2-AS1
Vorinostat,NDST2
Vorinostat,WT1-AS
Sirolimus,XIST
Masoprocol,AC093010.3
Masoprocol,FOXN3-AS2
Masoprocol,AL157395.1
LY-294002,AL031598.1
LY-294002,SNHG17
Geldanamycin,XIST
Geldanamycin,AFDN-DT
Geldanamycin,THAP9-AS1
Geldanamycin,LINC00652
Clozapine,AP003469.4
Clozapine,SMG7-AS1
Thioridazine,AC093010.3
Thioridazine,LINC00588
15-delta prostaglandin J2,AL031598.1
15-delta prostaglandin J2,AL157838.1
Troglitazone,AP003469.4
Troglitazone,EGOT
Rosiglitazone,BRD3OS
Rosiglitazone,LINC00472
trichostatin A,NBPF1
trichostatin A,THAP9-AS1
Genistein,NDST2
LY-294002,NOP14-AS1
Fluphenazine,AC007405.1
Fulvestrant,KIF25-AS1
Fulvestrant,AL031598.1
Fulvestrant,PART1
Fulvestrant,ATXN8OS
Estradiol,ZNF213-AS1
Estradiol,AL031598.1
Estradiol,SNHG14
Sirolimus,AC007613.1
Sirolimus,AP003469.4
Sirolimus,ACVR2B-AS1
Wortmannin,AL117378.1
Wortmannin,HAND2-AS1
Wortmannin,SMAD5-AS1
Wortmannin,AC044802.1
Haloperidol,AC004690.2
meprylcaine,ZNF710-AS1
Disulfiram,MIR22HG
syrosingopine,ENSG00000229645
Cyclopentolate,LINC00342
Cyclopentolate,AL117378.1
Trioxsalen,ENSG00000229645
Cytisine,AL117378.1
Cytisine,AC007389.3
Cytisine,AL139352.1
dizocilpine,VASH1-AS1
Amodiaquine,NEAT1
Physostigmine,AC002310.2
Dihydrostreptomycin,LINC00563
(+)-chelidonine,KIF25-AS1
Naltrexone,AL031598.1
Naltrexone,PART1
Tretinoin,MEG3
Papaverine,NDST2
Papaverine,LINC00342
Saquinavir,ZNF710-AS1
Saquinavir,XIST
Saquinavir,AP003469.4
Saquinavir,LINC01963
methacholine chloride,LINC00339
Nicergoline,TCL6
Hexestrol,ZNF710-AS1
ellipticine,IDI2-AS1
ellipticine,SNHG17
Bupropion,VASH1-AS1
Dorzolamide,IDI2-AS1
Mianserin,LINC00342
Cefuroxime,NOP14-AS1
Cefuroxime,SNHG3
Azlocillin,NOP14-AS1
Azlocillin,LINC01361
Azlocillin,LINC00339
hydroquinine,ZNF710-AS1
hydroquinine,RHPN1-AS1
hydroquinine,IDI2-AS1
tropine,ZNF710-AS1
Methazolamide,AL117378.1
Dexamethasone,PART1
Dexamethasone,IDI2-AS1
alpha-yohimbine,ZNF710-AS1
alpha-yohimbine,AL117378.1
lidoflazine,NDUFB2-AS1
lidoflazine,AC007389.3
lidoflazine,ACVR2B-AS1
Ifosfamide,IDI2-AS1
Dobutamine,AC010834.1
Dobutamine,NDUFB2-AS1
zoxazolamine,AC098487.1
Metolazone,VASH1-AS1
Metolazone,AL117378.1
Melatonin,ZNF213-AS1
Aminohippuric acid,ZNF710-AS1
Aminophylline,SNHG20
dequalinium chloride,ZNF213-AS1
Nicardipine,NDST2
Nicardipine,ZNF213-AS1
azacyclonol,NDUFB2-AS1
Chlorhexidine,AC098487.1
Amphotericin B,AC007389.3
Amphotericin B,LINC00574
Nizatidine,AL355922.1
Ascorbic acid,AL021937.4
Dinoprost,NOP14-AS1
Oxybenzone,AL157838.1
metitepine,PRIM2
Prazosin,AC044802.1
coralyne,FOXD1-AS1
Methotrexate,RHPN1-AS1
Hexetidine,ZNF710-AS1
Hexetidine,AL355922.1
Hexetidine,AC010834.1
Nimodipine,AL157838.1
2-aminobenzenesulfonamide,XIST
Arecoline,NDUFB2-AS1
Arecoline,AL355922.1
Cefoperazone,AC007389.3
Cefoperazone,NDUFB2-AS1
Flavoxate,NDUFB2-AS1
Tribenoside,AL021937.4
Tribenoside,AL157838.1
Procaine,AC098487.1
Piribedil,FOXD1-AS1
Propafenone,AC098487.1
Doxepin,FOXD1-AS1
Doxepin,AC010834.1
Doxepin,LINC00339
Protriptyline,TCL6
Remoxipride,AC007389.3
Betazole,AL157838.1
Sulfasalazine,MEG3
tubocurarine chloride,MYCNOS
Dimenhydrinate,AL021937.4
Amitriptyline,AL021937.4
Tolfenamic Acid,AL450384.2
Tolfenamic Acid,AL021937.4
Tolfenamic Acid,AC007389.3
Naproxen,AC093010.3
Naproxen,AL355922.1
Naproxen,CTXND1
Iproniazid,AL021937.4
Iproniazid,AC007389.3
Iproniazid,RHPN1-AS1
Acemetacin,RHPN1-AS1
Acemetacin,AL021937.4
Acemetacin,TP53TG1
Nomegestrol,SNHG20
erastin,AL157838.1
erastin,AL139352.1
erastin,AC093010.3
erastin,IDI2-AS1
erastin,AC044802.1
erastin,AL034550.1
erastin,MYCNOS
erastin,AC004817.1
erastin,LINC00574
erastin,AL355922.1
erastin,KIF25-AS1
erastin,LINC01136
erastin,CERNA1
erastin,ZNF710-AS1
erastin,PRKCZ-AS1
erastin,LINC01361
erastin,AC007389.3
erastin,KLF3-AS1
erastin,AC013391.3
Valdecoxib,AL117378.1
Valdecoxib,AL355922.1
Valdecoxib,AC013391.3
Valdecoxib,ZNF710-AS1
Valdecoxib,WT1-AS
Valdecoxib,ACVR2B-AS1
Valdecoxib,AL021937.4
Valdecoxib,NDUFB2-AS1
Valdecoxib,AP003469.4
Valdecoxib,AC010834.1
Orlistat,NDST2
Orlistat,ENSG00000229645
Orlistat,AC002310.2
Orlistat,NDUFB2-AS1
Orlistat,AC090360.1
Orlistat,AC007405.1
Orlistat,RFPL1S
Orlistat,MCF2L-AS1
Orlistat,MEG3
Orlistat,SMAD5-AS1
Orlistat,LINC00342
Valdecoxib,FOXN3-AS2
Valdecoxib,PVT1
Valdecoxib,AC007613.1
Valdecoxib,AL450384.2
Valdecoxib,AC004817.1
Valdecoxib,AC096564.2
Valdecoxib,MYCNOS
Valdecoxib,LINC00472
Valdecoxib,SMAD5-AS1
Valdecoxib,VENTXP1
Valdecoxib,LINC00652
Valdecoxib,LINC00963
Valdecoxib,VASH1-AS1
erastin,AC002310.2
erastin,TCL6
erastin,AL117378.1
erastin,PVT1
erastin,NDUFB2-AS1
erastin,NDST2
erastin,AC096564.2
erastin,HEXA-AS1
erastin,AFDN-DT
erastin,LINC00652
erastin,AC004674.1
erastin,AP003469.4
erastin,LINC00563
erastin,AC090360.1
erastin,FOXD1-AS1
erastin,LINC00599
erastin,AL441883.1
erastin,LINC02172
Orlistat,CTXND1
Orlistat,LINC00599
Orlistat,AL139352.1
Orlistat,LINC01136
Orlistat,AL355922.1
Orlistat,AC007876.1
Orlistat,AC010834.1
Orlistat,AL157838.1
Orlistat,AP003469.4
Orlistat,PVT1
Orlistat,LINC00652
Orlistat,TCL6
Orlistat,HEXA-AS1
Orlistat,LINC01361
Orlistat,TP73-AS1
erastin,NEAT1
erastin,SMIM27
Orlistat,NEAT1
Orlistat,SNHG20
Orlistat,NOP14-AS1
Orlistat,VASH1-AS1
Orlistat,AC010542.4
Orlistat,AC093010.3
Pralidoxime,AC010834.1
Pralidoxime,AFDN-DT
Pralidoxime,RHPN1-AS1
Pralidoxime,IDI2-AS1
Pralidoxime,MEG3
Esatenolol,LINC02172
Esatenolol,EGOT
Esatenolol,LINC01963
Esatenolol,SMG7-AS1
Esatenolol,AL021937.4
Esatenolol,ELOA-AS1
meglumine,LINC01361
meglumine,AL117378.1
meglumine,MEG3
meglumine,FOXD1-AS1
meglumine,AC002310.2
Estrone,AC002310.2
Estrone,NOP14-AS1
Estrone,LINC00472
Rolipram,PRIM2
Rolipram,ELOA-AS1
Flucytosine,AL117378.1
Flucytosine,CTXND1
Flucytosine,AL021937.4
Flucytosine,LINC00963
Flucytosine,RHPN1-AS1
Flucytosine,ELOA-AS1
Phenoxybenzamine,AL021937.4
Phenoxybenzamine,MEG3
Tyloxapol,CTXND1
Tyloxapol,TCL6
Aminohippuric acid,TCL6
Aminohippuric acid,KIF25-AS1
Aminohippuric acid,AL021937.4
Urapidil,MCF2L-AS1
Urapidil,RHPN1-AS1
lorglumide,AL441883.1
(-)-MK-801,ATXN8OS
florfenicol,LINC00472
florfenicol,LINC00342
Clioquinol,CTXND1
Clioquinol,NDUFB2-AS1
Clioquinol,LINC01361
Clioquinol,KIF25-AS1
N-acetyl-L-leucine,ACVR2B-AS1
N-acetyl-L-leucine,AL031598.1
Fluspirilene,ACVR2B-AS1
Fluspirilene,AL021937.4
Fluspirilene,LINC00599
Fluspirilene,AL450384.2
Fluspirilene,RHPN1-AS1
Nitrendipine,RHPN1-AS1
Nitrendipine,AL021937.4
Nitrendipine,AC002310.2
Nitrendipine,FOXD1-AS1
Nitrendipine,NDUFB2-AS1
Nitrendipine,CTXND1
Nitrendipine,KIF25-AS1
Nitrendipine,EGOT
Nitrendipine,AC093010.3
Nitrendipine,LINC01361
Nitrendipine,AC013391.3
Nitrendipine,ACVR2B-AS1
Nitrendipine,ELOA-AS1
Idazoxan,KIF25-AS1
bephenium hydroxynaphthoate,KIF25-AS1
bephenium hydroxynaphthoate,ATXN8OS
Altretamine,IDI2-AS1
Altretamine,ELOA-AS1
megestrol,IDI2-AS1
megestrol,AC007613.1
Oxybenzone,CTXND1
Oxybenzone,LINC01963
Oxybenzone,AL021937.4
Oxybenzone,AC002310.2
Oxybenzone,VASH1-AS1
Dexibuprofen,IDI2-AS1
Dexibuprofen,AC007613.1
Dexibuprofen,ELOA-AS1
Flurbiprofen,ACVR2B-AS1
Flurbiprofen,AFDN-DT
Flurbiprofen,AL157838.1
Flurbiprofen,AL441883.1
Flurbiprofen,MEG3
terguride,AL441883.1
terguride,CTXND1
Prazosin,VASH1-AS1
Prazosin,SNHG3
Prazosin,KIF25-AS1
desoxycortone,AL021937.4
desoxycortone,KIF25-AS1
desoxycortone,AC007613.1
Promethazine,AL021937.4
Dioxybenzone,KIF25-AS1
Etynodiol,LINC02172
Etynodiol,AL441883.1
Nimodipine,MEG3
Nimodipine,LINC01361
Nimodipine,AL034550.1
Nimodipine,KIF25-AS1
Nimodipine,TCL6
Nimodipine,AC010834.1
Nimodipine,AL139352.1
Nilutamide,IDI2-AS1
Nilutamide,AP003469.4
Nilutamide,CTXND1
Benserazide,AFDN-DT
Benserazide,VASH1-AS1
Benserazide,AL157838.1
Benserazide,CTXND1
Benserazide,AL021937.4
Benserazide,AL355922.1
Benserazide,MCF2L-AS1
Timolol,MEG3
Timolol,KIF25-AS1
Ursodeoxycholic acid,AC010834.1
chrysin,AC002310.2
chrysin,AC007389.3
chrysin,NDUFB2-AS1
adrenosterone,AC007613.1
Nabumetone,RHPN1-AS1
Nabumetone,AC007389.3
Bacitracin,AL117378.1
Bacitracin,AC007613.1
Bacitracin,MYCNOS
Bacitracin,IDI2-AS1
Ketorolac,AC007389.3
Iodipamide,AC004674.1
Iodipamide,KIF25-AS1
octopamine,PART1
octopamine,ELOA-AS1
Proparacaine,LINC00472
proxyphylline,ZNF213-AS1
proxyphylline,NDUFB2-AS1
proxyphylline,LINC00652
proxyphylline,LINC01963
proxyphylline,KIF25-AS1
atropine methonitrate,TCL6
atropine methonitrate,AL157838.1
Nisoxetine,ZNF213-AS1
Nisoxetine,LINC00342
Nisoxetine,AL157838.1
Protriptyline,AL450384.2
Protriptyline,LINC02172
Protriptyline,NEAT1
Protriptyline,IDI2-AS1
esculetin,VASH1-AS1
esculetin,FOXD1-AS1
nipecotic acid,AL157838.1
nipecotic acid,AC007389.3
Aminocaproic Acid,AC010834.1
Aminocaproic Acid,AC002310.2
Aminocaproic Acid,LINC01361
denatonium benzoate,NDUFB2-AS1
Remoxipride,AL157838.1
Gliquidone,AC007389.3
alfadolone,AL450384.2
alfadolone,AL034550.1
alfadolone,AL117378.1
Flucloxacillin,ELOA-AS1
Flucloxacillin,AL450384.2
Flucloxacillin,AC007389.3
Flucloxacillin,AC007876.1
Isradipine,VASH1-AS1
Isradipine,LINC02172
Isradipine,AC010834.1
Halofantrine,LINC00574
Halofantrine,AL034550.1
Halofantrine,AP003469.4
scopoletin,IDI2-AS1
scopoletin,PART1
Rilmenidine,IDI2-AS1
Pizotifen,NDUFB2-AS1
Pizotifen,LINC00342
Alfaxalone,AC007613.1
Alfaxalone,LINC00342
Alfaxalone,NDUFB2-AS1
Alfaxalone,VASH1-AS1
Trapidil,LINC01963
Trapidil,AP003469.4
Trapidil,AL117378.1
Articaine,LINC00342
Articaine,SNHG14
Articaine,TCL6
Articaine,ZNF213-AS1
Articaine,AL157838.1
enilconazole,AC007389.3
enilconazole,MCF2L-AS1
enilconazole,LINC00963
Pirlindole,LINC01361
Pirlindole,AC010834.1
Ribavirin,NDST2
Ribavirin,ENSG00000229645
Ribavirin,TP73-AS1
Azapropazone,AC007389.3
Azapropazone,LINC00963
Azapropazone,AC013391.3
deptropine,AC090360.1
deptropine,EGOT
deptropine,AC007389.3
Isometheptene,AC004674.1
Isometheptene,AC007389.3
Isometheptene,NDUFB2-AS1
Isometheptene,AC090360.1
Nomegestrol,NDUFB2-AS1
Dinoprostone,ZNF213-AS1
Dinoprostone,MIR22HG
Dinoprostone,VASH1-AS1
Dinoprostone,ELOA-AS1
Alprostadil,RHPN1-AS1
6-bromoindirubin-3'-oxime,NOP14-AS1
6-bromoindirubin-3'-oxime,LINC00342
6-bromoindirubin-3'-oxime,AP003469.4
Prezatide,SNHG20
Prezatide,NEAT1
"16,16-dimethylprostaglandin E2",ZNF710-AS1
"16,16-dimethylprostaglandin E2",LINC01963
Prezatide,TUG1
Prezatide,ZNF213-AS1
Alprostadil,TUG1
Alprostadil,LINC00339
6-bromoindirubin-3'-oxime,ENSG00000229645
6-bromoindirubin-3'-oxime,LINC00963
Dinoprostone,NDUFB2-AS1
"16,16-dimethylprostaglandin E2",AL450384.2
"16,16-dimethylprostaglandin E2",LINC00342
"16,16-dimethylprostaglandin E2",GSN-AS1
"16,16-dimethylprostaglandin E2",TCL6
"16,16-dimethylprostaglandin E2",ELOA-AS1
"16,16-dimethylprostaglandin E2",ENSG00000229645
retrorsine,ENSG00000229645
retrorsine,MEG3
retrorsine,LINC01361
retrorsine,NOP14-AS1
retrorsine,SMAD5-AS1
Liothyronine,GSN-AS1
Liothyronine,SMAD5-AS1
Liothyronine,AC007389.3
Liothyronine,TCL6
Naphazoline,RHPN1-AS1
Naphazoline,FOXD1-AS1
Naphazoline,AL117378.1
Naphazoline,TCL6
Naphazoline,TP73-AS1
lactobionic acid,AC044802.1
Omeprazole,LINC00599
Omeprazole,AC010834.1
Benzthiazide,ZNF213-AS1
Benzthiazide,AP003469.4
Benzthiazide,MCF2L-AS1
Nifurtimox,NDST2
Nifurtimox,AC096564.2
Carisoprodol,LINC00474
Carisoprodol,AL450384.2
Betahistine,NDUFB2-AS1
Betahistine,ENSG00000229645
Betahistine,AL117378.1
palmatine,WT1-AS
Theobromine,FOXD1-AS1
Apramycin,VASH1-AS1
Apramycin,NOP14-AS1
Apramycin,ENSG00000229645
Miconazole,AL450384.2
Miconazole,AC090360.1
Miconazole,AC044802.1
Miconazole,MCF2L-AS1
DL-alpha-Tocopherol,AL157838.1
DL-alpha-Tocopherol,AC096564.2
Pyrazinamide,CTXND1
